CustomerID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Paperless_Billing,Payment_Method,Churn
CUST00708,30,59,126.65,6565.12,One year,No,Yes,No,No internet,Yes,No,No,Yes,Credit card,0
CUST00709,29,48,60.71,495.15,One year,Fiber optic,No,Yes,Yes,Yes,No internet,No internet,No,Electronic check,0
CUST00710,48,41,123.82,7301.02,One year,No,No internet,Yes,No internet,No internet,Yes,No internet,No,Mailed check,0
CUST00711,63,13,145.81,333.08,Month-to-month,Fiber optic,No,Yes,No internet,No internet,Yes,Yes,No,Mailed check,0
CUST00712,19,45,131.39,2912.17,Month-to-month,DSL,Yes,No,No,No internet,No,Yes,No,Bank transfer,0
CUST00713,78,53,35.29,224.92,Month-to-month,DSL,No,Yes,No internet,Yes,No,No internet,Yes,Credit card,0
CUST00714,68,42,116.16,709.45,Two year,Fiber optic,No,No,No,Yes,Yes,No,No,Mailed check,0
CUST00715,67,63,61.56,7298.23,One year,DSL,Yes,No internet,No,No internet,No internet,No internet,No,Electronic check,0
CUST00716,52,27,148.49,2903.4,Two year,Fiber optic,No internet,Yes,Yes,No internet,No internet,Yes,No,Mailed check,1
CUST00717,40,38,83.1,3455.7,One year,DSL,No,Yes,Yes,No,No internet,Yes,Yes,Mailed check,1
CUST00718,34,60,35.92,1801.22,Month-to-month,No,Yes,No internet,Yes,No,No internet,No,No,Credit card,0
CUST00719,43,7,114.27,4817.06,Two year,DSL,No internet,No internet,Yes,No internet,Yes,No internet,Yes,Credit card,1
CUST00720,25,5,61.99,4798.95,Month-to-month,No,No internet,Yes,No,No internet,No,No,Yes,Electronic check,0
CUST00721,46,45,149.62,3040.38,One year,No,No internet,No internet,No internet,No,No,No,Yes,Bank transfer,1
CUST00722,43,58,147.37,2730.98,One year,Fiber optic,No,No,Yes,No internet,No internet,Yes,Yes,Bank transfer,0
CUST00723,27,31,105.3,7091.22,One year,DSL,No,No,Yes,No,Yes,No internet,No,Mailed check,0
CUST00724,43,23,36.88,3127.95,Month-to-month,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,0
CUST00725,79,42,109.29,3998.66,One year,DSL,No internet,No,No internet,No,No internet,No internet,Yes,Bank transfer,0
CUST00726,51,10,32.09,2338.11,Month-to-month,No,No,No,Yes,Yes,No internet,Yes,Yes,Bank transfer,1
CUST00727,68,32,23.82,6315.48,Two year,No,Yes,Yes,No internet,Yes,No internet,Yes,Yes,Mailed check,0
CUST00728,58,53,126.98,3239.84,One year,DSL,No,No internet,No,No internet,No,No internet,Yes,Electronic check,0
CUST00729,24,30,47.27,4157.53,One year,DSL,No,Yes,No,No,No internet,No internet,No,Bank transfer,0
CUST00730,21,39,69.27,2101.52,One year,Fiber optic,No internet,No,No,Yes,No,Yes,Yes,Credit card,0
CUST00731,75,31,146.55,7902.51,Two year,DSL,No,Yes,No internet,No internet,Yes,No internet,No,Credit card,0
CUST00732,70,2,63.79,2402.82,One year,DSL,Yes,Yes,Yes,No internet,Yes,Yes,No,Mailed check,0
CUST00733,67,12,58.54,6188.87,Month-to-month,DSL,No internet,No,Yes,No internet,No,No internet,Yes,Mailed check,1
CUST00734,62,39,139.37,3477.22,Month-to-month,Fiber optic,Yes,No,Yes,No internet,No,Yes,No,Mailed check,1
CUST00735,28,66,34.4,1729.12,One year,DSL,No internet,Yes,Yes,No internet,No,Yes,No,Mailed check,1
CUST00736,46,13,118.75,6417.78,One year,No,No internet,No,Yes,No,No,Yes,No,Bank transfer,0
CUST00737,73,46,148.45,2735.49,Two year,Fiber optic,No,No,No internet,No internet,No internet,No,Yes,Electronic check,0
CUST00738,53,27,137.17,6935.03,Two year,Fiber optic,Yes,No,No,No,Yes,No internet,Yes,Mailed check,0
CUST00739,42,17,104.72,7330.53,Two year,No,No internet,No,Yes,Yes,No internet,Yes,Yes,Mailed check,0
CUST00740,38,60,60.83,6892.61,One year,No,No,No,No,No internet,No,No,Yes,Bank transfer,0
CUST00741,78,64,53.06,376.56,Two year,No,No internet,No,No internet,Yes,No internet,Yes,Yes,Mailed check,1
CUST00742,74,35,126.5,6320.25,Two year,DSL,No internet,No internet,No internet,No,No internet,No,Yes,Mailed check,0
CUST00743,53,70,134.38,3349.58,Month-to-month,No,No internet,Yes,Yes,No,Yes,Yes,Yes,Electronic check,1
CUST00744,27,30,88.31,7002.41,Two year,DSL,No internet,No,No internet,Yes,No internet,Yes,No,Credit card,1
CUST00745,54,71,51.76,5139.84,Month-to-month,Fiber optic,No internet,Yes,No,No internet,Yes,No,No,Mailed check,1
CUST00746,26,63,34.68,6685.78,Month-to-month,Fiber optic,No internet,No internet,Yes,No internet,No,No,Yes,Bank transfer,1
CUST00747,41,28,31.33,4045.51,Two year,No,No,No,Yes,Yes,No internet,No internet,No,Electronic check,0
CUST00748,52,60,113.48,4326.7,Month-to-month,DSL,No internet,Yes,No,Yes,No,No internet,Yes,Bank transfer,0
CUST00749,66,37,74.62,1240.66,One year,No,Yes,No,Yes,Yes,Yes,No,Yes,Electronic check,0
CUST00750,52,22,137.7,6293.5,One year,No,No,No,Yes,No internet,No,No internet,Yes,Electronic check,0
CUST00751,65,68,116.16,3413.18,Two year,DSL,Yes,No,No,No internet,No,No,No,Mailed check,0
CUST00752,53,20,44.86,4050.63,One year,No,No internet,No,Yes,No internet,Yes,No internet,Yes,Mailed check,0
CUST00753,35,68,99.79,6302.27,Month-to-month,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Mailed check,0
CUST00754,66,64,76.62,4830.88,One year,No,No internet,No,No,No internet,No,No internet,Yes,Credit card,1
CUST00755,56,17,95.04,1688.68,Two year,DSL,No internet,No,No internet,No,No,Yes,Yes,Credit card,1
CUST00756,49,12,115.95,4762.84,Two year,DSL,No,No internet,No,Yes,No internet,Yes,No,Bank transfer,0
CUST00757,41,22,124.81,3320.3,Month-to-month,Fiber optic,No,No internet,Yes,No internet,No,No internet,Yes,Mailed check,0
CUST00758,40,17,129.69,3809.25,Two year,DSL,No internet,No,No,Yes,Yes,No,No,Credit card,0
CUST00759,79,10,53.02,323.66,One year,DSL,No,No,Yes,No,No internet,Yes,No,Mailed check,0
CUST00760,49,65,24.05,1759.23,Two year,Fiber optic,Yes,No internet,Yes,No,No internet,Yes,Yes,Credit card,1
CUST00761,54,22,116.11,2320.2,Month-to-month,No,No,No internet,No,Yes,Yes,No internet,Yes,Credit card,0
CUST00762,29,50,33.82,5732.38,Two year,Fiber optic,No,No internet,Yes,Yes,No,No,No,Electronic check,0
CUST00763,66,14,60.94,190.79,One year,No,Yes,No,No internet,No,No internet,No,No,Mailed check,1
CUST00764,72,64,20.5,3329.34,Month-to-month,Fiber optic,No,Yes,Yes,Yes,No internet,No internet,No,Mailed check,1
CUST00765,30,47,108.62,7399.81,One year,No,No internet,Yes,No,No,No internet,No,No,Credit card,0
CUST00766,40,29,41.73,983.86,Month-to-month,Fiber optic,Yes,Yes,No internet,No,No,No internet,Yes,Mailed check,0
CUST00767,42,36,105.19,4179.75,Two year,No,No internet,Yes,No internet,No internet,No internet,No internet,No,Credit card,0
CUST00768,52,52,148.93,6313.53,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Yes,No internet,No,Mailed check,0
CUST00769,58,7,29.45,7546.0,Month-to-month,No,No internet,Yes,No,Yes,No,Yes,No,Electronic check,0
CUST00770,47,29,30.02,5999.54,Two year,Fiber optic,No internet,No internet,Yes,No internet,Yes,Yes,No,Mailed check,0
CUST00771,34,11,64.25,5792.47,One year,DSL,No,No internet,Yes,No,Yes,Yes,Yes,Electronic check,0
CUST00772,66,33,132.63,6629.26,Two year,No,No internet,Yes,No,Yes,No internet,No internet,Yes,Bank transfer,0
CUST00773,79,6,48.02,3624.99,Month-to-month,Fiber optic,No,No internet,No,No internet,No internet,Yes,Yes,Mailed check,0
CUST00774,37,32,66.85,6466.17,Two year,No,Yes,No,Yes,No internet,No internet,Yes,No,Mailed check,1
CUST00775,65,51,28.91,162.92,Month-to-month,No,No internet,Yes,No internet,Yes,Yes,Yes,No,Mailed check,0
CUST00776,42,58,119.21,7404.03,Two year,Fiber optic,No internet,Yes,Yes,No internet,No,No internet,Yes,Electronic check,0
CUST00777,39,26,73.08,3602.12,Two year,No,Yes,No,No internet,No,No internet,No internet,Yes,Mailed check,1
CUST00778,30,46,118.7,4471.7,One year,Fiber optic,Yes,No internet,Yes,No internet,No internet,No internet,No,Mailed check,0
CUST00779,76,29,137.47,2113.57,Month-to-month,DSL,No internet,No,No,No,Yes,Yes,Yes,Credit card,1
CUST00780,36,4,50.26,5965.99,One year,No,Yes,No,No internet,No,No,No,No,Bank transfer,0
CUST00781,66,13,124.96,705.42,Month-to-month,DSL,No,No internet,No,Yes,Yes,Yes,No,Electronic check,0
CUST00782,53,39,27.68,6993.82,Two year,No,Yes,No,No,No internet,No internet,Yes,No,Credit card,0
CUST00783,29,15,136.85,6642.12,Month-to-month,No,Yes,No internet,No,No,Yes,No internet,No,Electronic check,0
CUST00784,78,29,104.6,1806.87,One year,No,No internet,No internet,No,No,No internet,No internet,No,Credit card,0
CUST00785,58,29,133.65,6493.66,One year,Fiber optic,No,No,No,No internet,No,Yes,No,Bank transfer,0
CUST00786,36,32,20.02,6312.23,One year,DSL,Yes,No internet,Yes,No,Yes,Yes,Yes,Credit card,0
CUST00787,29,2,41.98,5094.51,Month-to-month,No,No,No,No internet,No internet,No internet,No,Yes,Electronic check,0
CUST00788,26,47,70.67,3050.81,One year,Fiber optic,No,No internet,Yes,Yes,No internet,No,Yes,Mailed check,0
CUST00789,24,22,69.34,2244.84,One year,No,No,Yes,Yes,No,No internet,No internet,No,Mailed check,0
CUST00790,45,27,49.47,1931.09,One year,Fiber optic,No internet,No internet,Yes,No,No internet,No,Yes,Bank transfer,0
CUST00791,31,67,69.61,2617.01,Two year,No,Yes,No internet,No,No internet,Yes,No,No,Electronic check,0
CUST00792,48,56,36.75,7238.11,Two year,DSL,No internet,No,Yes,No internet,No internet,No internet,No,Electronic check,0
CUST00793,69,21,73.66,713.36,Month-to-month,DSL,Yes,No internet,No internet,No internet,Yes,No,No,Electronic check,0
CUST00794,36,47,124.31,6648.08,Month-to-month,No,Yes,Yes,Yes,No internet,No internet,Yes,No,Bank transfer,1
CUST00795,75,59,82.28,2856.23,One year,Fiber optic,No internet,Yes,No,No,Yes,No,Yes,Mailed check,0
CUST00796,64,6,22.34,4220.64,Two year,No,No,No internet,No internet,Yes,Yes,No internet,Yes,Credit card,1
CUST00797,33,19,74.79,6376.44,One year,Fiber optic,No,No internet,No internet,Yes,No internet,Yes,Yes,Bank transfer,0
CUST00798,70,57,23.53,7086.57,One year,No,Yes,Yes,No internet,Yes,No internet,No,No,Credit card,0
CUST00799,22,69,145.61,2823.77,Two year,Fiber optic,No internet,No,No internet,Yes,No internet,Yes,Yes,Mailed check,0
CUST00800,52,3,36.57,3748.56,Two year,DSL,No,Yes,Yes,No internet,No internet,Yes,Yes,Bank transfer,0
CUST00801,29,1,112.0,3374.68,Two year,No,No,Yes,No,No,No,No,Yes,Mailed check,0
CUST00802,42,58,146.46,204.68,Month-to-month,DSL,Yes,No internet,No internet,No,No internet,No,No,Credit card,0
CUST00803,69,38,127.39,2437.95,Month-to-month,DSL,Yes,No internet,No internet,No,No internet,No internet,Yes,Electronic check,0
CUST00804,76,15,110.91,3727.59,One year,No,No internet,Yes,No,No internet,No internet,No internet,No,Electronic check,0
CUST00805,38,34,129.13,3347.64,Month-to-month,No,Yes,No,Yes,No,Yes,Yes,Yes,Credit card,0
CUST00806,53,61,147.63,5803.24,Two year,Fiber optic,No,Yes,No internet,No internet,No internet,No internet,No,Electronic check,0
CUST00807,70,35,100.77,3139.95,Two year,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Credit card,0
CUST00808,40,64,92.69,3966.07,Month-to-month,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer,0
CUST00809,33,25,101.67,3493.91,One year,Fiber optic,No,Yes,Yes,No internet,Yes,No internet,Yes,Bank transfer,0
CUST00810,74,24,89.25,5950.95,One year,Fiber optic,No internet,Yes,Yes,No,Yes,No internet,No,Bank transfer,1
CUST00811,56,12,102.56,6917.48,Month-to-month,No,No internet,No internet,No internet,Yes,No,No internet,Yes,Electronic check,0
CUST00812,62,18,78.48,4301.92,One year,Fiber optic,Yes,No,No internet,Yes,No internet,No,Yes,Mailed check,0
CUST00813,70,15,48.4,6336.51,One year,DSL,Yes,No internet,Yes,Yes,Yes,Yes,No,Electronic check,0
CUST00814,59,27,35.63,2444.61,One year,Fiber optic,Yes,No internet,Yes,No internet,No internet,Yes,No,Electronic check,1
CUST00815,75,60,28.88,4376.82,Two year,DSL,No internet,No,No,No internet,Yes,Yes,No,Mailed check,0
CUST00816,56,46,54.23,2827.32,Two year,No,No,No,No,No,No,No internet,No,Mailed check,0
CUST00817,31,17,26.0,3372.19,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No internet,Yes,Mailed check,1
CUST00818,48,53,93.73,5886.07,Two year,Fiber optic,No,No internet,No internet,No,No internet,No internet,Yes,Mailed check,0
CUST00819,75,8,56.9,7065.13,One year,No,Yes,No,No,No,No internet,No internet,No,Electronic check,0
CUST00820,22,27,127.19,1059.81,Two year,Fiber optic,Yes,No internet,No internet,Yes,No,No internet,Yes,Credit card,1
CUST00821,52,46,29.65,5113.65,Month-to-month,No,Yes,No internet,No internet,No,No internet,No,No,Bank transfer,0
CUST00822,40,50,49.43,4698.94,Two year,No,Yes,No,No internet,No internet,No internet,No internet,Yes,Credit card,1
CUST00823,46,71,114.93,1035.48,One year,Fiber optic,Yes,Yes,No internet,No,Yes,Yes,No,Electronic check,1
CUST00824,60,3,97.85,1773.97,One year,Fiber optic,No,No internet,No,Yes,No internet,No internet,Yes,Mailed check,1
CUST00825,28,64,28.38,2556.92,Month-to-month,No,Yes,No,Yes,No internet,Yes,Yes,No,Bank transfer,0
CUST00826,35,44,134.04,1418.76,Two year,No,No,Yes,Yes,No internet,No,No internet,No,Bank transfer,0
CUST00827,64,53,134.04,2025.46,Two year,Fiber optic,No internet,No internet,Yes,No,No internet,No internet,Yes,Credit card,0
CUST00828,29,24,62.95,2214.05,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Electronic check,0
CUST00829,26,60,64.25,2751.82,One year,Fiber optic,No,No internet,Yes,No internet,No internet,Yes,Yes,Electronic check,0
CUST00830,27,3,148.57,6020.18,Month-to-month,No,No internet,No,No,No,Yes,Yes,No,Electronic check,0
CUST00831,75,20,101.4,4618.11,Two year,Fiber optic,No internet,No,No,Yes,No,Yes,Yes,Bank transfer,0
CUST00832,61,46,89.07,7891.35,One year,DSL,No internet,No internet,No,No,Yes,No,No,Credit card,0
CUST00833,34,15,128.96,3376.41,One year,Fiber optic,No,No internet,Yes,No,No internet,Yes,Yes,Bank transfer,0
CUST00834,78,25,57.09,6055.53,One year,No,Yes,No,Yes,No internet,Yes,No internet,Yes,Bank transfer,1
CUST00835,55,71,75.79,6984.6,Two year,Fiber optic,Yes,Yes,Yes,No,No internet,No internet,No,Mailed check,1
CUST00836,24,17,54.81,5463.93,Two year,No,No,No internet,No internet,No,No,No,No,Credit card,1
CUST00837,63,9,122.59,3353.73,Two year,No,Yes,No,No,No,Yes,Yes,Yes,Mailed check,0
CUST00838,30,38,94.54,6053.4,Two year,Fiber optic,No,No,No internet,Yes,No internet,No internet,No,Electronic check,1
CUST00839,57,48,105.65,1708.97,Two year,No,Yes,Yes,No,No,No internet,No,No,Bank transfer,1
CUST00840,59,60,52.8,2687.66,Two year,No,No internet,Yes,Yes,Yes,No internet,No internet,Yes,Credit card,0
CUST00841,26,63,48.63,4418.81,Two year,DSL,Yes,Yes,No,Yes,Yes,No,No,Electronic check,0
CUST00842,67,2,83.49,4645.73,Two year,DSL,No,No internet,No,Yes,Yes,No,Yes,Credit card,0
CUST00843,44,11,115.88,274.92,Two year,DSL,No,No,No internet,Yes,Yes,Yes,Yes,Bank transfer,0
CUST00844,75,64,88.28,7566.4,One year,DSL,No internet,No,No,No internet,No,No,No,Credit card,0
CUST00845,19,21,24.24,5603.36,Two year,No,No,No,Yes,Yes,No internet,No internet,Yes,Electronic check,0
CUST00846,22,18,132.91,4016.06,Month-to-month,Fiber optic,Yes,Yes,No,No,No internet,No internet,No,Mailed check,1
CUST00847,46,64,28.41,7471.71,One year,No,Yes,No,No,Yes,No,Yes,Yes,Bank transfer,0
CUST00848,54,38,144.26,3568.85,Two year,No,No internet,No internet,No,No,No,Yes,No,Mailed check,0
CUST00849,55,32,23.27,7845.44,Month-to-month,No,No,Yes,No internet,Yes,Yes,No,No,Bank transfer,1
CUST00850,36,11,110.28,4147.05,Two year,Fiber optic,No internet,Yes,No,No internet,Yes,Yes,No,Electronic check,0
CUST00851,25,45,30.69,1002.86,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No internet,No,Bank transfer,1
CUST00852,65,33,138.39,6141.93,Month-to-month,No,No internet,Yes,No internet,Yes,Yes,No internet,No,Mailed check,0
CUST00853,62,41,80.38,5463.29,Month-to-month,No,No,No internet,No internet,No internet,Yes,Yes,Yes,Bank transfer,1
CUST00854,18,8,37.88,6206.6,Month-to-month,DSL,No internet,No,No internet,Yes,Yes,Yes,Yes,Electronic check,0
CUST00855,39,11,64.31,7616.39,One year,No,No,No internet,No internet,No,No,Yes,No,Bank transfer,0
CUST00856,69,51,41.43,6234.27,One year,Fiber optic,No,No,Yes,Yes,No,No,Yes,Mailed check,0
CUST00857,34,41,42.18,4929.56,Month-to-month,No,Yes,No internet,Yes,Yes,No,No,No,Electronic check,0
CUST00858,24,17,143.25,6872.74,Two year,No,Yes,Yes,No,Yes,No internet,No internet,No,Mailed check,1
CUST00859,42,46,77.88,5418.65,Month-to-month,DSL,Yes,Yes,Yes,No internet,No internet,No,Yes,Bank transfer,0
CUST00860,62,32,122.54,3324.14,One year,No,No,No internet,No,Yes,Yes,No,Yes,Credit card,1
CUST00861,21,54,103.15,7096.4,Two year,No,No internet,No internet,Yes,Yes,No,No,No,Mailed check,0
CUST00862,53,20,107.94,1853.01,One year,Fiber optic,No,No,No internet,No,No internet,No,No,Bank transfer,0
CUST00863,23,33,37.12,5745.67,One year,DSL,Yes,No internet,No internet,Yes,No internet,No internet,No,Credit card,1
CUST00864,77,40,50.44,7064.35,Two year,DSL,Yes,No internet,Yes,Yes,No,Yes,No,Credit card,0
CUST00865,48,32,122.28,5877.4,Month-to-month,Fiber optic,No internet,No,Yes,Yes,No internet,No internet,No,Electronic check,0
CUST00866,36,2,146.2,5608.48,Month-to-month,No,Yes,No,No,Yes,No internet,No,No,Credit card,1
CUST00867,78,33,54.15,6045.84,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Mailed check,1
CUST00868,61,30,55.3,3773.94,Month-to-month,DSL,Yes,No internet,No,No,No internet,Yes,No,Mailed check,1
CUST00869,71,33,81.48,7005.95,Two year,No,No internet,No,No internet,No internet,No,Yes,No,Credit card,1
CUST00870,56,26,147.9,1707.15,Two year,No,No,Yes,No internet,Yes,No internet,No internet,Yes,Bank transfer,0
CUST00871,44,22,54.96,1106.35,Two year,DSL,Yes,Yes,No internet,No internet,No,Yes,No,Mailed check,1
CUST00872,27,66,72.91,2355.52,One year,No,No internet,Yes,No internet,No internet,No internet,No internet,No,Mailed check,0
CUST00873,43,38,135.89,4299.46,Two year,DSL,Yes,No internet,No,Yes,No internet,No internet,Yes,Electronic check,1
CUST00874,36,46,20.38,4133.44,Month-to-month,No,No internet,Yes,No internet,No,No,No,No,Bank transfer,0
CUST00875,56,15,25.17,6582.73,One year,No,Yes,No internet,No internet,No,No internet,No,Yes,Credit card,0
CUST00876,79,44,98.53,3296.09,Month-to-month,Fiber optic,No internet,No internet,No internet,Yes,No,Yes,No,Bank transfer,0
CUST00877,20,49,137.96,3926.32,Month-to-month,No,Yes,Yes,No internet,Yes,No,Yes,Yes,Electronic check,0
CUST00878,62,61,51.05,205.6,Two year,Fiber optic,No,No,Yes,No,No internet,No,Yes,Electronic check,0
CUST00879,30,67,81.05,3336.94,Two year,No,Yes,No internet,No,Yes,Yes,No internet,Yes,Bank transfer,1
CUST00880,67,6,78.56,5217.42,Month-to-month,DSL,No internet,Yes,No,Yes,No internet,No internet,No,Electronic check,1
CUST00881,45,9,81.49,222.52,Month-to-month,DSL,Yes,No internet,No internet,Yes,Yes,No,No,Electronic check,0
CUST00882,79,6,100.93,2318.97,One year,No,No,No,Yes,No,Yes,No internet,Yes,Electronic check,1
CUST00883,75,32,81.07,1742.86,Two year,No,Yes,No,No,No internet,No internet,No,Yes,Bank transfer,0
CUST00884,37,41,78.17,431.68,One year,DSL,No internet,Yes,No,No internet,Yes,No,No,Electronic check,0
CUST00885,45,8,81.66,3886.15,One year,No,No internet,No internet,No internet,Yes,No,Yes,No,Credit card,0
CUST00886,25,50,96.81,1535.61,One year,Fiber optic,No,No internet,No internet,No,No,Yes,No,Credit card,1
CUST00887,78,62,89.81,5970.34,Month-to-month,Fiber optic,No internet,No internet,No,Yes,Yes,No,No,Mailed check,0
CUST00888,58,62,131.04,6798.63,One year,Fiber optic,Yes,No internet,No,No,No,Yes,No,Credit card,0
CUST00889,56,7,26.43,4410.12,One year,Fiber optic,Yes,Yes,Yes,Yes,No internet,No,Yes,Mailed check,0
CUST00890,18,4,128.33,7855.49,Month-to-month,Fiber optic,Yes,No,No,No,No,No internet,No,Bank transfer,0
CUST00891,20,6,129.71,3658.78,Two year,No,No internet,Yes,No,No,Yes,No internet,Yes,Electronic check,0
CUST00892,30,58,57.04,4155.61,Two year,No,Yes,No internet,No internet,No internet,No internet,No internet,No,Credit card,0
CUST00893,45,22,80.17,7914.82,One year,Fiber optic,Yes,No internet,No,Yes,No,No internet,Yes,Mailed check,0
CUST00894,79,26,77.01,1929.23,Month-to-month,No,Yes,No,No internet,No internet,No internet,No,Yes,Bank transfer,0
CUST00895,74,3,48.41,7546.11,Two year,No,No,No internet,No,No internet,Yes,No internet,No,Mailed check,1
CUST00896,77,41,71.58,438.42,One year,Fiber optic,No internet,Yes,No,No,No,No internet,Yes,Electronic check,0
CUST00897,66,60,25.77,3626.46,One year,No,No internet,Yes,No,Yes,No internet,No internet,Yes,Credit card,0
CUST00898,42,14,56.12,653.03,Month-to-month,No,No internet,No,Yes,No,No internet,No internet,Yes,Bank transfer,0
CUST00899,73,12,126.17,5860.95,One year,No,No,Yes,No internet,No,No,No,Yes,Mailed check,1
CUST00900,50,12,56.99,4906.43,Two year,Fiber optic,No internet,Yes,Yes,No,No internet,No internet,No,Bank transfer,1
CUST00901,55,13,126.37,5682.41,Month-to-month,No,No,Yes,No,Yes,No internet,Yes,Yes,Mailed check,1
CUST00902,70,25,89.11,3058.4,Two year,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Mailed check,0
CUST00903,23,45,134.38,3018.91,Two year,DSL,No internet,No internet,No internet,No,Yes,Yes,Yes,Electronic check,1
CUST00904,75,19,94.72,458.02,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Electronic check,0
CUST00905,61,55,23.86,2864.57,One year,DSL,Yes,No,Yes,No,Yes,Yes,No,Mailed check,0
CUST00906,62,45,107.8,7441.38,One year,Fiber optic,No internet,No,Yes,Yes,Yes,Yes,No,Credit card,0
CUST00907,49,8,25.83,3095.89,Two year,DSL,No internet,Yes,No internet,Yes,Yes,No,Yes,Bank transfer,0
CUST00908,62,53,78.58,6667.8,Two year,DSL,No,No,Yes,No internet,No,Yes,No,Bank transfer,1
CUST00909,78,55,140.83,6754.37,Month-to-month,DSL,No internet,Yes,No internet,No,Yes,No internet,No,Electronic check,1
CUST00910,64,32,41.48,3048.61,Month-to-month,Fiber optic,No,No,No,No internet,No internet,Yes,Yes,Credit card,0
CUST00911,38,51,70.68,5092.71,One year,Fiber optic,No internet,No,No,No internet,No,No,No,Mailed check,0
CUST00912,33,44,114.88,853.44,One year,No,Yes,Yes,Yes,No,No internet,Yes,Yes,Electronic check,0
CUST00913,71,70,134.69,919.06,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No internet,Yes,Mailed check,0
CUST00914,38,18,107.22,484.4,Two year,DSL,No internet,No internet,No,Yes,Yes,No internet,No,Mailed check,0
CUST00915,28,22,53.56,4690.02,One year,DSL,No,Yes,Yes,No,No internet,No,Yes,Electronic check,1
CUST00916,77,37,107.7,3465.96,Two year,Fiber optic,Yes,Yes,No,No internet,No internet,No,Yes,Credit card,1
CUST00917,54,56,58.57,4429.46,Month-to-month,Fiber optic,No,No internet,Yes,No internet,No internet,No,Yes,Bank transfer,0
CUST00918,53,59,113.4,4216.48,One year,Fiber optic,No internet,Yes,No internet,No,No,No,No,Electronic check,1
CUST00919,52,3,144.02,2866.6,One year,No,No internet,Yes,No internet,No internet,Yes,Yes,Yes,Credit card,0
CUST00920,36,28,113.78,5452.04,Month-to-month,DSL,Yes,No internet,No internet,Yes,No internet,Yes,Yes,Mailed check,0
CUST00921,37,35,132.17,6092.16,One year,No,No internet,Yes,Yes,No internet,Yes,No internet,Yes,Electronic check,0
CUST00922,74,61,20.27,215.56,Month-to-month,No,Yes,Yes,Yes,Yes,No internet,No,No,Bank transfer,0
CUST00923,35,54,113.28,1737.21,One year,DSL,No,No internet,No,No internet,Yes,No,Yes,Bank transfer,1
CUST00924,64,63,127.85,5734.56,Month-to-month,DSL,Yes,No internet,No,Yes,No,Yes,No,Mailed check,0
CUST00925,58,7,25.27,3154.3,One year,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,Electronic check,0
CUST00926,66,49,133.31,5333.62,Two year,Fiber optic,No,Yes,No,No,No internet,No internet,No,Bank transfer,0
CUST00927,31,31,53.37,2841.01,Two year,No,Yes,No,No,Yes,Yes,No internet,No,Electronic check,1
CUST00928,32,58,106.49,3186.97,Two year,Fiber optic,Yes,No,Yes,No,No,No,No,Bank transfer,0
CUST00929,48,61,124.05,1353.56,One year,Fiber optic,No internet,No internet,Yes,No internet,No,No internet,Yes,Mailed check,1
CUST00930,18,24,106.15,2140.03,One year,DSL,No,Yes,No internet,No internet,Yes,No internet,Yes,Mailed check,1
CUST00931,70,20,32.0,4882.75,Two year,DSL,Yes,Yes,No internet,No internet,No internet,Yes,Yes,Electronic check,0
CUST00932,71,37,97.52,3521.99,Two year,Fiber optic,No,No internet,No internet,Yes,No,No internet,No,Credit card,0
CUST00933,71,4,91.45,6216.99,Month-to-month,DSL,No,No,No internet,No internet,No,No,Yes,Credit card,1
CUST00934,20,20,137.04,6835.42,Month-to-month,Fiber optic,Yes,No internet,Yes,No internet,Yes,No,Yes,Mailed check,0
CUST00935,33,60,72.55,4379.01,Month-to-month,DSL,No internet,Yes,Yes,No,No,No internet,No,Bank transfer,1
CUST00936,40,24,61.74,6090.31,Two year,DSL,No,No internet,Yes,No,No,No,Yes,Credit card,0
CUST00937,74,50,117.48,2524.55,Two year,DSL,Yes,Yes,No,No internet,No internet,Yes,Yes,Mailed check,0
CUST00938,28,49,73.65,3378.27,Two year,DSL,No,No,No,No internet,No internet,No internet,No,Bank transfer,1
CUST00939,29,51,103.99,5730.94,Month-to-month,Fiber optic,No internet,Yes,No internet,Yes,No internet,No internet,No,Bank transfer,1
CUST00940,27,36,104.04,3151.07,One year,No,No internet,No,No,Yes,Yes,No internet,Yes,Credit card,1
CUST00941,49,66,135.45,4749.19,Two year,DSL,No internet,No,Yes,No internet,No,No,No,Mailed check,0
CUST00942,33,34,97.83,1564.44,One year,Fiber optic,Yes,Yes,No internet,No,Yes,No,Yes,Bank transfer,1
